Generating SQLite file /traces/thr-decode-131k.sqlite from /traces/thr-decode-131k.nsys-rep
Processing [/traces/thr-decode-131k.sqlite] with [/opt/nvidia/nsight-compute/2026.1.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.4,6706727,280,23952.6,736.0,640,53600,25028.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<float>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.4,6679943,65,102768.4,103424.0,94752,106432,2572.4,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4E2M1FN_tensor00o6144111100_tensorptrf4E2M1FNgmemalig_0
0.4,6181863,884,6993.1,7472.0,1664,22400,4107.1,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::MaxNanFunctor<c10::BFloat16>>, unsigned int, c10::BFloat16, (int)4, (int)4>>(T3)"
0.4,5268902,65,81060.0,81088.0,78880,83200,1146.8,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o217617408174081_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetype_0
0.3,4961769,277,17912.5,17952.0,16160,18880,453.6,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o2176512051201_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.3,4840549,551,8785.0,7488.0,416,30976,6319.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.3,4828581,48,100595.4,101232.0,94272,102304,2013.7,chunk_fwd_kernel_o
0.3,4175746,48,86994.7,87440.0,79360,89440,2107.7,chunk_gated_delta_rule_fwd_kernel_h_blockdim64
0.3,3784073,406,9320.4,672.0,512,29600,11096.6,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,3315361,686,4832.9,608.0,512,13408,5072.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.2,3122563,592,5274.6,1376.0,768,34081,10030.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.2,2734979,48,56978.7,57456.0,51712,58496,1561.2,merge_16x16_to_64x64_inverse_kernel
0.2,2686082,75,35814.4,36992.0,32160,38816,2216.3,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypef4E2M1FN_tensor00o17408111100_tensorptrf4E2M1FNgmemalign_0
0.2,2630436,48,54800.8,54992.5,50912,56448,1030.9,_causal_conv1d_fwd_kernel
0.1,2042401,406,5030.5,2624.0,992,11520,3740.5,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.1,1764162,327,5395.0,4992.0,4864,6784,638.7,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o128512051201_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4E_0
0.1,1434787,48,29891.4,30096.0,28128,30528,523.4,recompute_w_u_fwd_kernel
0.1,1406531,65,21638.9,21824.0,20416,22368,453.3,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o2176614461441_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.1,1262241,48,26296.7,26480.0,22912,29184,1454.1,_fused_post_conv_kernel
0.1,1203552,884,1361.5,1280.0,1152,1728,147.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.1,1104417,2,552208.5,552208.5,1120,1103297,779356.8,precopy_mamba_align_fused_kernel
0.1,970466,48,20218.0,20272.0,18720,21313,584.7,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_64x128_32x6_nn_align8>(T1::Params)
0.1,966240,75,12883.2,12800.0,12352,13568,277.3,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypef4E2M1FN_tensor00o6144111100_tensorptrf4E2M1FNgmemalign1_0
0.1,824993,884,933.3,864.0,736,1312,126.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,806177,48,16795.4,16928.0,15264,17152,441.9,chunk_scaled_dot_kkt_fwd_kernel
0.1,773216,884,874.7,768.0,640,1472,208.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.1,762529,884,862.6,864.0,704,1184,118.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,741474,96,7723.7,7200.0,1088,14880,6615.7,layer_norm_fwd_kernel
0.0,712737,1,712737.0,712737.0,712737,712737,0.0,void cutlass::Kernel2<cutlass_80_tensorop_h16816gemm_128x128_64x3_nn_align8>(T1::Params)
0.0,689857,812,849.6,672.0,544,1696,316.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,651328,48,13569.3,13552.0,12992,14432,246.5,fused_sigmoid_gating_delta_rule_update_kernel
0.0,575232,884,650.7,608.0,480,992,117.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,495649,75,6608.7,6592.0,6208,7168,175.3,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o12817408174081_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef_0
0.0,479585,75,6394.5,6368.0,6208,6816,125.7,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o128614461441_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4E_0
0.0,359296,58,6194.8,7136.0,864,7744,2225.6,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,338496,406,833.7,672.0,544,1408,245.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,332001,7,47428.7,50432.0,27520,52288,8835.7,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x128_8x4_nn_align1>(T1::Params)
0.0,315168,44,7162.9,1200.0,1152,16960,7627.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,307744,48,6411.3,6400.0,5984,6688,154.2,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,285792,11,25981.1,26016.0,25504,26400,272.5,"void exl3_gemm_kernel<(int)4, (bool)0, (int)1, (int)16, (int)32, (int)128, (int)4, (int)3>(const __half *, const unsigned short *, void *, int, int, int, int *, const __half *, __half *, const __half *)"
0.0,276000,7,39428.6,41344.0,29216,41632,4553.2,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
0.0,267328,44,6075.6,704.0,640,15040,6886.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,254561,14,18182.9,1024.0,960,122177,43585.6,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,230176,14,16441.1,17216.0,11680,17632,2014.7,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,221762,59,3758.7,4544.0,1184,7232,1637.1,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,213344,75,2844.6,2848.0,2688,3104,59.2,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float, float, float)"
0.0,202882,34,5967.1,5744.0,2112,10048,3896.9,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,193504,48,4031.3,4000.0,3808,4576,153.5,void cutlass::Kernel2<cutlass_80_wmma_tensorop_bf16_s161616gemm_bf16_16x16_64x2_nn_align8>(T1::Params)
0.0,162304,48,3381.3,3392.0,3040,3744,182.4,chunk_local_cumsum_scalar_kernel
0.0,153952,54,2851.0,1856.0,800,25664,4342.6,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,153184,44,3481.5,1248.0,1088,7424,2926.8,"void vllm::scaled_fp8_quant_kernel_strided_group_shape<c10::BFloat16, c10::Float8_e4m3fn, (bool)1, (bool)1>(T2 *, const T1 *, const float *, int, long, long, int, int, long, long)"
0.0,152960,96,1593.3,1568.0,896,2368,678.1,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,149312,44,3393.5,1056.0,832,8256,3096.0,reshape_and_cache_kernel_flash
0.0,145568,122,1193.2,1184.0,736,2368,199.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,138784,48,2891.3,2880.0,2784,3136,80.4,_causal_conv1d_update_kernel
0.0,124256,48,2588.7,2592.0,2336,2784,75.9,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,96512,6,16085.3,2272.0,1920,61952,24441.9,_apply_write_kernel
0.0,80128,26,3081.8,1856.0,1824,32672,6036.2,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,77536,32,2423.0,2320.0,768,4256,1662.5,_triton_mrope_forward
0.0,69184,24,2882.7,1248.0,1088,35776,7101.6,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)3, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,67424,56,1204.0,640.0,608,4800,1327.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, int, at::native::BitwiseAndFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,62240,1,62240.0,62240.0,62240,62240,0.0,"void reconstruct_kernel<(int)4, (int)1>(__half *, const unsigned short *, int, int)"
0.0,61665,12,5138.8,5136.0,5024,5344,88.8,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,61152,14,4368.0,1408.0,1376,21792,7369.1,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,55136,12,4594.7,4224.0,4064,8832,1337.4,_compute_slot_mappings_kernel
0.0,52448,27,1942.5,1984.0,1792,2112,102.7,reduce_segments
0.0,52192,11,4744.7,5024.0,2080,5216,890.5,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,51584,7,7369.1,7616.0,5664,7712,753.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,51168,42,1218.3,672.0,608,4608,1341.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at::native::rshift_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,46272,28,1652.6,928.0,800,6528,1897.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<int, int, int, at::native::lshift_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,44672,48,930.7,896.0,800,1184,97.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,41440,20,2072.0,672.0,640,14720,4287.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,40800,1,40800.0,40800.0,40800,40800,0.0,_zero_kv_blocks_kernel
0.0,40288,17,2369.9,1216.0,1056,11456,3331.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,34464,50,689.3,704.0,640,864,33.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,31488,48,656.0,640.0,640,704,18.7,"void at::native::<unnamed>::CatArrayBatchedCopy_vectorized<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)1, (int)128, (int)1, (int)16, (int)8>(char *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,29120,10,2912.0,3376.0,896,3552,1055.9,_update_draft_inputs_kernel
0.0,26848,14,1917.7,960.0,928,7712,2363.5,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<int, int, int, at::native::BitwiseOrFunctor<int>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,20288,14,1449.1,688.0,672,5856,1829.9,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<int, int, int, at::native::BitwiseOrFunctor<int>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,17984,24,749.3,576.0,480,4256,768.7,rotary_kernel
0.0,14400,7,2057.1,1184.0,992,3936,1322.8,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
0.0,12064,22,548.4,576.0,416,640,81.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,10816,2,5408.0,5408.0,1664,9152,5294.8,_prepare_rope_positions_kernel
0.0,10752,6,1792.0,1952.0,1248,2240,399.7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,8832,3,2944.0,3456.0,1248,4128,1506.7,_prepare_prefill_inputs_kernel
0.0,7616,12,634.7,640.0,544,704,35.7,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,7104,6,1184.0,1168.0,960,1472,198.3,"void at::native::_scatter_gather_elementwise_kernel<(int)128, (int)8, void at::native::_cuda_scatter_gather_internal_kernel<(bool)0, at::native::OpaqueType<(int)4>, long>::operator ()<at::native::TensorAssign>(at::TensorIterator &, long, long, long, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,5952,6,992.0,912.0,896,1280,154.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at::native::binary_internal::div_floor_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,5696,1,5696.0,5696.0,5696,5696,0.0,_compute_local_logits_stats_kernel
0.0,5408,9,600.9,576.0,512,800,98.3,"void at::native::unrolled_elementwise_kernel<at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>, (int)4, TrivialOffsetCalculator<(int)2, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithoutCast, at::native::memory::StoreWithoutCast>(int, T1, T2, T4, T5, T6, T7)"
0.0,4768,2,2384.0,2384.0,2304,2464,113.1,_post_update_kernel
0.0,4608,2,2304.0,2304.0,2144,2464,226.3,_gather_block_tables_kernel
0.0,4544,6,757.3,688.0,672,960,124.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,4480,1,4480.0,4480.0,4480,4480,0.0,_resample_kernel
