Generating SQLite file /traces/thr-prefill-131k.sqlite from /traces/thr-prefill-131k.nsys-rep
Processing [/traces/thr-prefill-131k.sqlite] with [/opt/nvidia/nsight-compute/2026.1.1/host/target-linux-x64/reports/cuda_gpu_kern_sum.py]... 
Time (%),Total Time (ns),Instances,Avg (ns),Med (ns),Min (ns),Max (ns),StdDev (ns),Name
0.6,311209530,11629,26761.5,26304.0,23904,29568,1278.6,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o3072512051201_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.6,290482424,2064,140737.6,141984.0,93920,144225,6836.1,chunk_fwd_kernel_o
0.5,278435438,14695,18947.6,21952.0,480,40224,8944.0,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bfloat16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.5,262215185,18964,13827.0,9376.0,1664,53728,12846.8,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::func_wrapper_t<c10::BFloat16, at::native::MaxNanFunctor<c10::BFloat16>>, unsigned int, c10::BFloat16, (int)4, (int)4>>(T3)"
0.5,246919907,2064,119631.7,120544.0,77280,124320,5614.5,chunk_gated_delta_rule_fwd_kernel_h_blockdim64
0.3,175617184,295,595312.5,590081.0,580257,622849,11118.8,"void exl3_gemm_kernel<(int)6, (bool)0, (int)1, (int)16, (int)16, (int)512, (int)4, (int)3>(const __half *, const unsigned short *, void *, int, int, int, int *, const __half *, __half *, const __half *)"
0.3,166901505,9616,17356.6,1696.0,1184,48256,20946.8,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.3,161476041,2064,78234.5,78816.0,45344,82048,4137.2,_causal_conv1d_fwd_kernel
0.3,160392518,2064,77709.6,78304.0,51968,80544,3359.4,merge_16x16_to_64x64_inverse_kernel
0.3,146362073,2064,70911.9,71904.0,27168,74496,6568.6,recompute_w_u_fwd_kernel
0.2,122990724,8687,14158.0,17888.0,992,23712,7091.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float, float, float>, unsigned int, float, (int)4, (int)4>>(T3)"
0.2,121480520,2064,58856.8,59776.0,22112,63808,5515.8,_fused_post_conv_kernel
0.2,81120898,2729,29725.5,29792.0,27744,30720,404.1,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o3072614461441_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.1,73866661,2064,35788.1,36256.0,12992,41312,3667.1,layer_norm_fwd_kernel
0.1,58589426,2064,28386.3,28544.0,18656,31232,1471.9,void cutlass::Kernel2<cutlass_80_tensorop_bf16_s16816gemm_relu_bf16_128x64_64x3_nn_align8>(T1::Params)
0.1,50633413,2064,24531.7,24640.0,15296,28992,1555.1,chunk_scaled_dot_kkt_fwd_kernel
0.1,44347246,41,1081640.1,1083170.0,1057442,1105090,13000.3,void cutlass::Kernel2<cutlass_80_tensorop_h16816gemm_256x128_32x3_nn_align2>(T1::Params)
0.1,40951625,4535,9030.1,7584.0,4096,29920,3167.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<c10::BFloat16>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.1,26853424,18964,1416.0,1408.0,1152,1760,90.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::DivFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,23015149,940,24484.2,30432.0,608,36864,13124.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,21060410,1050,20057.5,22496.0,7776,31584,10258.4,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypef4E2M1FN_tensor00o5120111100_tensorptrf4E2M1FNgmemalign1_0
0.0,19995683,18964,1054.4,1056.0,640,1824,146.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::launch_clamp_scalar(at::TensorIteratorBase &, c10::Scalar, c10::Scalar, at::native::detail::ClampLimits)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 9)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18914396,18964,997.4,992.0,768,1344,76.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18149666,940,19308.2,23424.0,928,28960,9968.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::sigmoid_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,18104670,18964,954.7,960.0,704,1440,80.8,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::reciprocal_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 6)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,16251737,295,55090.6,1024.0,960,193312,85395.0,"void at::native::<unnamed>::CatArrayBatchedCopy_alignedK_contig<at::native::<unnamed>::OpaqueType<(unsigned int)4>, unsigned int, (int)3, (int)128, (int)1, (int)16>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,14899638,2150,6930.1,7104.0,1248,8032,1033.6,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,14286716,17374,822.3,832.0,544,1728,148.3,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,13961757,18964,736.2,736.0,480,1056,78.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,13691702,294,46570.4,49568.0,26560,52416,8022.9,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x128_8x4_nn_align1>(T1::Params)
0.0,12828310,2064,6215.3,6208.0,5792,6720,143.7,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)4>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,11543855,940,12280.7,16000.0,1056,16704,6273.5,"void vllm::scaled_fp8_quant_kernel_strided_group_shape<c10::BFloat16, c10::Float8_e4m3fn, (bool)1, (bool)1>(T2 *, const T1 *, const float *, int, long, long, int, int, long, long)"
0.0,11459350,294,38977.4,40752.0,28256,41888,4167.7,void cutlass::Kernel2<cutlass_80_simt_sgemm_128x64_8x5_nn_align1>(T1::Params)
0.0,9615479,588,16352.9,17088.0,11392,18336,1950.1,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,8989942,730,12315.0,12384.0,9248,13120,490.1,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,8699660,2064,4215.0,4224.0,3168,4672,162.4,chunk_local_cumsum_scalar_kernel
0.0,7332345,8687,844.1,864.0,544,1440,139.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,6924844,210,32975.4,32960.0,32448,33600,249.5,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypef4E2M1FN_tensor00o17408111100_tensorptrf4E2M1FNgmemalign_0
0.0,6888428,940,7328.1,9152.0,448,11360,3537.8,reshape_and_cache_kernel_flash
0.0,6102221,1137,5366.9,1888.0,736,36416,9991.8,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 12)]::operator ()() const::[lambda(c10::BFloat16) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,5835783,1278,4566.3,5824.0,1120,7936,2039.3,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)2>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,5780240,1050,5505.0,4992.0,4832,6816,724.5,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o128512051201_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4E_0
0.0,5769835,4550,1268.1,1216.0,736,1984,178.0,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 4)]::operator ()() const::[lambda(long) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,5464266,210,26020.3,26016.0,25344,26560,201.2,"void exl3_gemm_kernel<(int)4, (bool)0, (int)1, (int)16, (int)32, (int)128, (int)4, (int)3>(const __half *, const unsigned short *, void *, int, int, int, int *, const __half *, __half *, const __half *)"
0.0,5299876,2064,2567.8,2560.0,2368,2848,39.5,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::<unnamed>::masked_fill_kernel(at::TensorIterator &, const c10::Scalar &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float, bool) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,5125768,65,78858.0,78752.0,77120,80768,722.6,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o217617408174081_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetype_0
0.0,5025157,277,18141.4,18176.0,16608,18976,377.1,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o2176512051201_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.0,4736425,2064,2294.8,2304.0,2144,2496,45.7,"void cublasLt::splitKreduce_kernel<(int)32, (int)16, int, __nv_bfloat16, __nv_bfloat16, float, __nv_bfloat16, (bool)0, __nv_bfloat16, __nv_bfloat16, __nv_bfloat16, (bool)1, (bool)0, (bool)0, (bool)0>(cublasLt::cublasSplitKParams<T6>, const T4 *, const T10 *, T9 *, T5 *, const T6 *, const T6 *, const T11 *, const T4 *, T11 *, void *, long, T6 *, int *, T6 *, T6 *, const T6 *, const T6 *, const T6 *, const T6 *, const T6 *)"
0.0,4412647,688,6413.7,6464.0,3872,6976,393.2,_triton_mrope_forward
0.0,3620423,547,6618.7,1856.0,1792,64576,16388.4,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,3390756,504,6727.7,1280.0,1088,60672,16101.3,"void at::native::<unnamed>::CatArrayBatchedCopy<at::native::<unnamed>::OpaqueType<(unsigned int)2>, unsigned int, (int)3, (int)64, (int)64>(T1 *, at::native::<unnamed>::CatArrInputTensorMetadata<T1, T2, T4, T5>, at::native::<unnamed>::TensorSizeStride<T2, (unsigned int)4>, int, T2)"
0.0,3023974,295,10250.8,672.0,640,36320,15179.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<int>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2830698,295,9595.6,1440.0,1376,30880,12871.7,"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<c10::BFloat16, c10::BFloat16, c10::BFloat16, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,2801285,210,13339.5,13344.0,12928,14336,165.5,kernel_cutlass_kernel_b12x_libdense_gemmDenseGemmKernel_object_at__CopyAtom_ThrID10_TVLayoutSrc1819201_TVLayoutDst1819201_Valuetypef4E2M1FN_tensor00o6144111100_tensorptrf4E2M1FNgmemalign1_0
0.0,2580005,1180,2186.4,640.0,576,6464,2439.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::AUnaryFunctor<int, int, int, at::native::BitwiseAndFunctor<int>>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2544387,42,60580.6,60576.0,59264,61857,663.8,"void reconstruct_kernel<(int)4, (int)1>(__half *, const unsigned short *, int, int)"
0.0,2145987,294,7299.3,7584.0,5440,7808,714.5,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::float16_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda(float) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2059812,2064,998.0,992.0,832,1248,53.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::bitwise_not_kernel_cuda(at::TensorIteratorBase &)::[lambda(bool) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,2041634,424,4815.2,1216.0,800,24064,7581.3,"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 3)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>, (int)4, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T4, T5, T6, T7)"
0.0,1980932,590,3357.5,960.0,800,12608,3952.2,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BUnaryFunctor<int, int, int, at::native::lshift_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,1979011,885,2236.2,672.0,608,6656,2500.2,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<int, int, int, at::native::rshift_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(int, int) (instance 1)]>, std::array<char *, (unsigned long)2>>(int, T2, T3)"
0.0,1639109,43,38118.8,40641.0,17249,42881,7652.6,_zero_kv_blocks_kernel
0.0,1425314,65,21927.9,22080.0,20576,22464,406.4,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o2176614461441_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4_0
0.0,1398626,210,6660.1,6656.0,6432,6880,101.4,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o12817408174081_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef_0
0.0,1365124,210,6500.6,6496.0,6272,6848,97.8,kernel_cutlass_kernel_b12xquantizationnvfp4_kernelBf16ToFp4TmaKernel_object_at__tensorptrbf16gmemalign16o128614461441_CopyAtom_ThrID10_TVLayoutSrc11638401_TVLayoutDst11638401_Valuetypef4E_0
0.0,1321954,253,5225.1,4256.0,4064,27552,2455.5,_compute_slot_mappings_kernel
0.0,1297314,252,5148.1,5152.0,4928,5376,72.0,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<c10::BFloat16, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,1081602,295,3666.4,960.0,896,10912,4288.6,"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl_nocast<at::native::BinaryFunctor<int, int, int, at::native::BitwiseOrFunctor<int>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)"
0.0,1061538,210,5054.9,5056.0,4896,5440,74.4,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)1>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,806208,295,2732.9,672.0,640,8288,3244.6,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<int, int, int, at::native::BitwiseOrFunctor<int>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,714849,1050,680.8,672.0,608,832,25.1,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,700929,1,700929.0,700929.0,700929,700929,0.0,void cutlass::Kernel2<cutlass_80_tensorop_h16816gemm_128x128_64x3_nn_align8>(T1::Params)
0.0,608705,210,2898.6,3392.0,832,3552,997.6,_update_draft_inputs_kernel
0.0,576802,210,2746.7,2752.0,2688,2912,27.0,"void vllm::act_and_mul_kernel<c10::BFloat16, __nv_bfloat162, &vllm::silu_kernel<c10::BFloat16>, &vllm::packed_silu_kernel<__nv_bfloat162>, (bool)1, (bool)1, (bool)0, (bool)0>(T1 *, const T1 *, int, float, float, float)"
0.0,527456,504,1046.5,576.0,480,5856,1378.3,rotary_kernel
0.0,507360,127,3995.0,4704.0,2080,5504,1147.9,"void at::native::vectorized_gather_kernel<(int)16, long>(char *, char *, T2 *, int, long, long, long, long, bool)"
0.0,483969,43,11255.1,10944.0,9888,22497,2039.8,_prepare_rope_positions_kernel
0.0,361856,85,4257.1,4672.0,2848,5600,825.8,_prepare_prefill_inputs_kernel
0.0,361504,210,1721.4,1792.0,1472,1920,142.9,reduce_segments
0.0,322307,639,504.4,448.0,384,800,93.4,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::FillFunctor<int>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,225056,127,1772.1,1952.0,1056,2368,489.4,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,197249,43,4587.2,3936.0,3648,21472,2873.8,_gumbel_sample_kernel
0.0,195744,48,4078.0,2272.0,1920,61856,9311.5,_apply_write_kernel
0.0,138176,211,654.9,640.0,608,800,30.0,"void at::native::vectorized_elementwise_kernel<(int)2, at::native::FillFunctor<long>, std::array<char *, (unsigned long)1>>(int, T2, T3)"
0.0,122816,43,2856.2,2848.0,2688,3104,80.9,"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::ArgMaxOps<float>, unsigned int, long, (int)4, (int)4>>(T3)"
0.0,100288,43,2332.3,2304.0,2144,2592,100.0,_gather_block_tables_kernel
0.0,94272,129,730.8,672.0,640,960,87.7,"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<int>, std::array<char *, (unsigned long)3>>(int, T2, T3)"
0.0,92961,42,2213.4,2208.0,2144,2368,53.8,"void at::native::index_elementwise_kernel<(int)128, (int)4, void at::native::gpu_index_kernel<void at::native::index_put_kernel_impl<at::native::OpaqueType<(int)8>>(at::TensorIterator &, c10::ArrayRef<long>, c10::ArrayRef<long>)::[lambda(char *, const char *, long) (instance 1)]>(at::TensorIteratorBase &, c10::ArrayRef<long>, c10::ArrayRef<long>, const T1 &, bool)::[lambda(int) (instance 1)]>(long, T3)"
0.0,91648,129,710.4,672.0,608,896,84.2,"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::compare_scalar_kernel<int>(at::TensorIteratorBase &, at::native::<unnamed>::OpType, T1)::[lambda(int) (instance 1)], std::array<char *, (unsigned long)2>>(int, T2, T3)"
